,service_uid,company_name,origin_crs,origin_stn_name,origin_run_time,origin_run_date,planned_final_destination,planned_final_crs,destination_reached_crs,destination_reached_name,scheduled_arrival_time,scheduled_arrival_date,arrival_lateness,cancellation_station_crs,cancellation_station_name,cancel_code,scheduled_arrival_datetime,origin_run_datetime
157,L98380,Transport for Wales,MNC,Manchester Piccadilly,1900-01-01 17:30:00,2023-09-03,Shrewsbury,SHR,SHR,Shrewsbury,1900-01-01 18:38:00,2023-09-03,9,,,,2023-09-03 18:38:00,2023-09-03 17:30:00
158,S87268,Northern,MNC,Manchester Piccadilly,1900-01-01 17:30:00,2023-09-03,Wilmslow,WML,WLM,Wilmslow,1900-01-01 18:40:00,2023-09-03,0,,,,2023-09-03 18:40:00,2023-09-03 17:30:00
159,P60045,Northern,MNC,Manchester Piccadilly,1900-01-01 17:33:00,2023-09-03,Hadfield,HDF,HAD,Hadfield,1900-01-01 18:12:00,2023-09-03,0,,,,2023-09-03 18:12:00,2023-09-03 17:33:00
160,G70139,East Midlands Railway,MNC,Manchester Piccadilly,1900-01-01 17:40:00,2023-09-03,Nottingham,NOT,NTN,Nottingham,1900-01-01 19:26:00,2023-09-03,7,,,,2023-09-03 19:26:00,2023-09-03 17:40:00
161,P60553,Northern,MNC,Manchester Piccadilly,1900-01-01 17:45:00,2023-09-03,Sheffield,SHF,SHE,Sheffield,1900-01-01 19:01:30,2023-09-03,0,,,,2023-09-03 19:01:30,2023-09-03 17:45:00
162,P59735,Northern,MNC,Manchester Piccadilly,1900-01-01 17:49:00,2023-09-03,Buxton,BUX,BUX,Buxton,1900-01-01 18:50:00,2023-09-03,-4,,,,2023-09-03 18:50:00,2023-09-03 17:49:00
163,N80659,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 17:52:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 19:27:00,2023-09-03,0,,,,2023-09-03 19:27:00,2023-09-03 17:52:00
164,L33420,Avanti West Coast,MNC,Manchester Piccadilly,1900-01-01 17:55:00,2023-09-03,London Euston,EUS,EUS,London Euston,1900-01-01 20:10:00,2023-09-03,14,,,,2023-09-03 20:10:00,2023-09-03 17:55:00
165,J67021,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 18:00:00,2023-09-03,Manchester Airport,MIA,MNC,Manchester Airport,1900-01-01 18:25:00,2023-09-03,0,,,,2023-09-03 18:25:00,2023-09-03 18:00:00
166,N80644,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 18:00:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 19:00:00,2023-09-03,0,,,,2023-09-03 19:00:00,2023-09-03 18:00:00
167,P60046,Northern,MNC,Manchester Piccadilly,1900-01-01 18:03:00,2023-09-03,Hadfield,HDF,HAD,Hadfield,1900-01-01 18:42:00,2023-09-03,0,,,,2023-09-03 18:42:00,2023-09-03 18:03:00
168,G59049,CrossCountry,MNC,Manchester Piccadilly,1900-01-01 18:03:00,2023-09-03,Birmingham New Street,BHM,BHA,Birmingham New Street,1900-01-01 19:33:00,2023-09-03,0,,,,2023-09-03 19:33:00,2023-09-03 18:03:00
169,P60219,Northern,MNC,Manchester Piccadilly,1900-01-01 18:07:00,2023-09-03,Crewe,CRE,CRE,Crewe,1900-01-01 18:56:00,2023-09-03,-2,,,,2023-09-03 18:56:00,2023-09-03 18:07:00
170,L33422,Avanti West Coast,MNC,Manchester Piccadilly,1900-01-01 18:15:00,2023-09-03,London Euston,EUS,EUS,London Euston,1900-01-01 20:39:00,2023-09-03,1,,,,2023-09-03 20:39:00,2023-09-03 18:15:00
171,G67972,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 18:18:00,2023-09-03,Cleethorpes,CLE,CLT,Cleethorpes,1900-01-01 20:49:00,2023-09-03,16,,,,2023-09-03 20:49:00,2023-09-03 18:18:00
172,G59391,CrossCountry,MNC,Manchester Piccadilly,1900-01-01 18:25:00,2023-09-03,Southampton Central,SOU,SOT,Southampton Central,1900-01-01 22:42:00,2023-09-03,4,,,,2023-09-03 22:42:00,2023-09-03 18:25:00
173,J67022,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 18:30:00,2023-09-03,Manchester Airport,MIA,MNC,Manchester Airport,1900-01-01 18:55:00,2023-09-03,0,,,,2023-09-03 18:55:00,2023-09-03 18:30:00
174,N80645,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 18:30:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 19:30:00,2023-09-03,0,,,,2023-09-03 19:30:00,2023-09-03 18:30:00
175,S87269,Northern,MNC,Manchester Piccadilly,1900-01-01 18:30:00,2023-09-03,Wilmslow,WML,WLM,Wilmslow,1900-01-01 19:40:00,2023-09-03,0,,,,2023-09-03 19:40:00,2023-09-03 18:30:00
176,L98398,Transport for Wales,MNC,Manchester Piccadilly,1900-01-01 18:30:00,2023-09-03,Carmarthen,CMN,CRD,Cardiff Central,1900-01-01 21:43:00,2023-09-03,35,BGN,Bridgend,TG,2023-09-03 21:43:00,2023-09-03 18:30:00
177,P60047,Northern,MNC,Manchester Piccadilly,1900-01-01 18:33:00,2023-09-03,Hadfield,HDF,HAD,Hadfield,1900-01-01 19:12:00,2023-09-03,0,,,,2023-09-03 19:12:00,2023-09-03 18:33:00
178,G70143,East Midlands Railway,MNC,Manchester Piccadilly,1900-01-01 18:43:00,2023-09-03,Norwich,NRW,NRC,Norwich,1900-01-01 23:15:00,2023-09-03,6,,,,2023-09-03 23:15:00,2023-09-03 18:43:00
179,P60558,Northern,MNC,Manchester Piccadilly,1900-01-01 18:45:00,2023-09-03,Sheffield,SHF,SHE,Sheffield,1900-01-01 20:01:30,2023-09-03,14,,,,2023-09-03 20:01:30,2023-09-03 18:45:00
180,P59739,Northern,MNC,Manchester Piccadilly,1900-01-01 18:49:00,2023-09-03,Buxton,BUX,BUX,Buxton,1900-01-01 19:50:00,2023-09-03,1,,,,2023-09-03 19:50:00,2023-09-03 18:49:00
181,N80660,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 18:52:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 20:27:00,2023-09-03,0,,,,2023-09-03 20:27:00,2023-09-03 18:52:00
182,L33432,Avanti West Coast,MNC,Manchester Piccadilly,1900-01-01 18:55:00,2023-09-03,London Euston,EUS,EUS,London Euston,1900-01-01 21:14:00,2023-09-03,3,,,,2023-09-03 21:14:00,2023-09-03 18:55:00
183,J67023,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 19:00:00,2023-09-03,Manchester Airport,MIA,MNC,Manchester Airport,1900-01-01 19:25:00,2023-09-03,0,,,,2023-09-03 19:25:00,2023-09-03 19:00:00
184,N80646,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 19:00:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 20:00:00,2023-09-03,0,,,,2023-09-03 20:00:00,2023-09-03 19:00:00
185,P60048,Northern,MNC,Manchester Piccadilly,1900-01-01 19:03:00,2023-09-03,Hadfield,HDF,HAD,Hadfield,1900-01-01 19:42:00,2023-09-03,0,,,,2023-09-03 19:42:00,2023-09-03 19:03:00
186,P60221,Northern,MNC,Manchester Piccadilly,1900-01-01 19:07:00,2023-09-03,Crewe,CRE,CRE,Crewe,1900-01-01 19:56:00,2023-09-03,-1,,,,2023-09-03 19:56:00,2023-09-03 19:07:00
187,P59970,Northern,MNC,Manchester Piccadilly,1900-01-01 19:10:00,2023-09-03,Chester,CTR,CHS,Chester,1900-01-01 20:35:00,2023-09-03,0,,,,2023-09-03 20:35:00,2023-09-03 19:10:00
188,G59628,CrossCountry,MNC,Manchester Piccadilly,1900-01-01 19:25:00,2023-09-03,Reading,RDG,RDN,Reading,1900-01-01 22:39:00,2023-09-03,-1,,,,2023-09-03 22:39:00,2023-09-03 19:25:00
189,J67024,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 19:30:00,2023-09-03,Manchester Airport,MIA,MNC,Manchester Airport,1900-01-01 19:55:00,2023-09-03,0,,,,2023-09-03 19:55:00,2023-09-03 19:30:00
190,N80647,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 19:30:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 20:30:00,2023-09-03,0,,,,2023-09-03 20:30:00,2023-09-03 19:30:00
191,L98382,Transport for Wales,MNC,Manchester Piccadilly,1900-01-01 19:30:00,2023-09-03,Swansea,SWA,SWA,Swansea,1900-01-01 23:58:00,2023-09-03,9,,,,2023-09-03 23:58:00,2023-09-03 19:30:00
192,S87270,Northern,MNC,Manchester Piccadilly,1900-01-01 19:30:00,2023-09-03,Wilmslow,WML,WLM,Wilmslow,1900-01-01 20:40:00,2023-09-03,0,,,,2023-09-03 20:40:00,2023-09-03 19:30:00
193,P60049,Northern,MNC,Manchester Piccadilly,1900-01-01 19:33:00,2023-09-03,Hadfield,HDF,HAD,Hadfield,1900-01-01 20:12:00,2023-09-03,0,,,,2023-09-03 20:12:00,2023-09-03 19:33:00
194,G70145,East Midlands Railway,MNC,Manchester Piccadilly,1900-01-01 19:42:00,2023-09-03,Nottingham,NOT,NTN,Nottingham,1900-01-01 21:26:00,2023-09-03,5,,,,2023-09-03 21:26:00,2023-09-03 19:42:00
195,P60563,Northern,MNC,Manchester Piccadilly,1900-01-01 19:45:00,2023-09-03,Sheffield,SHF,SHE,Sheffield,1900-01-01 21:02:00,2023-09-03,0,,,,2023-09-03 21:02:00,2023-09-03 19:45:00
196,P59743,Northern,MNC,Manchester Piccadilly,1900-01-01 19:49:00,2023-09-03,Buxton,BUX,BUX,Buxton,1900-01-01 20:50:00,2023-09-03,4,,,,2023-09-03 20:50:00,2023-09-03 19:49:00
197,N80661,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 19:52:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 21:27:00,2023-09-03,0,,,,2023-09-03 21:27:00,2023-09-03 19:52:00
198,J67025,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 20:00:00,2023-09-03,Manchester Airport,MIA,MNC,Manchester Airport,1900-01-01 20:25:00,2023-09-03,0,,,,2023-09-03 20:25:00,2023-09-03 20:00:00
199,P60050,Northern,MNC,Manchester Piccadilly,1900-01-01 20:03:00,2023-09-03,Hadfield,HDF,HAD,Hadfield,1900-01-01 20:42:00,2023-09-03,0,,,,2023-09-03 20:42:00,2023-09-03 20:03:00
200,P60223,Northern,MNC,Manchester Piccadilly,1900-01-01 20:08:00,2023-09-03,Crewe,CRE,CRE,Crewe,1900-01-01 20:57:00,2023-09-03,-1,,,,2023-09-03 20:57:00,2023-09-03 20:08:00
201,G67976,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 20:18:00,2023-09-03,Cleethorpes,CLE,DON,Doncaster,1900-01-01 21:34:30,2023-09-03,0,SCU,Scunthorpe,TH,2023-09-03 21:34:30,2023-09-03 20:18:00
202,L33444,Avanti West Coast,MNC,Manchester Piccadilly,1900-01-01 20:21:00,2023-09-03,London Euston,EUS,EUS,London Euston,1900-01-01 22:57:00,2023-09-03,3,,,,2023-09-03 22:57:00,2023-09-03 20:21:00
203,S87240,Northern,MNC,Manchester Piccadilly,1900-01-01 20:30:00,2023-09-03,Wilmslow,WML,WLM,Wilmslow,1900-01-01 21:40:00,2023-09-03,0,,,,2023-09-03 21:40:00,2023-09-03 20:30:00
204,J67026,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 20:30:00,2023-09-03,Manchester Airport,MIA,MNC,Manchester Airport,1900-01-01 20:55:00,2023-09-03,0,,,,2023-09-03 20:55:00,2023-09-03 20:30:00
205,L98388,Transport for Wales,MNC,Manchester Piccadilly,1900-01-01 20:30:00,2023-09-03,Cardiff Central,CDF,MNC,Manchester Piccadilly,1900-01-01 14:00:00,2023-09-03,CANCELLED AT ORIGIN,MAN,Manchester Piccadilly,YI,2023-09-03 14:00:00,2023-09-03 20:30:00
206,N80648,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 20:30:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 21:30:00,2023-09-03,0,,,,2023-09-03 21:30:00,2023-09-03 20:30:00
207,G70149,East Midlands Railway,MNC,Manchester Piccadilly,1900-01-01 20:43:00,2023-09-03,Nottingham,NOT,NTN,Nottingham,1900-01-01 22:31:00,2023-09-03,1,,,,2023-09-03 22:31:00,2023-09-03 20:43:00
208,P60568,Northern,MNC,Manchester Piccadilly,1900-01-01 20:45:00,2023-09-03,Sheffield,SHF,SHE,Sheffield,1900-01-01 22:02:00,2023-09-03,5,,,,2023-09-03 22:02:00,2023-09-03 20:45:00
209,P59747,Northern,MNC,Manchester Piccadilly,1900-01-01 20:49:00,2023-09-03,Buxton,BUX,BUX,Buxton,1900-01-01 21:50:00,2023-09-03,-2,,,,2023-09-03 21:50:00,2023-09-03 20:49:00
210,N80662,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 20:52:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 22:27:00,2023-09-03,0,,,,2023-09-03 22:27:00,2023-09-03 20:52:00
211,L33447,Avanti West Coast,MNC,Manchester Piccadilly,1900-01-01 20:56:00,2023-09-03,London Euston,EUS,EUS,London Euston,1900-01-01 23:42:00,2023-09-03,2,,,,2023-09-03 23:42:00,2023-09-03 20:56:00
212,J67027,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 21:00:00,2023-09-03,Manchester Airport,MIA,MNC,Manchester Airport,1900-01-01 21:25:00,2023-09-03,0,,,,2023-09-03 21:25:00,2023-09-03 21:00:00
213,P60051,Northern,MNC,Manchester Piccadilly,1900-01-01 21:01:00,2023-09-03,Hadfield,HDF,HAD,Hadfield,1900-01-01 21:40:00,2023-09-03,0,,,,2023-09-03 21:40:00,2023-09-03 21:01:00
214,P59972,Northern,MNC,Manchester Piccadilly,1900-01-01 21:04:00,2023-09-03,Chester,CTR,CHS,Chester,1900-01-01 22:30:00,2023-09-03,3,,,,2023-09-03 22:30:00,2023-09-03 21:04:00
215,G59060,CrossCountry,MNC,Manchester Piccadilly,1900-01-01 21:09:00,2023-09-03,Birmingham New Street,BHM,BHA,Birmingham New Street,1900-01-01 22:48:00,2023-09-03,4,,,,2023-09-03 22:48:00,2023-09-03 21:09:00
216,P60226,Northern,MNC,Manchester Piccadilly,1900-01-01 21:14:00,2023-09-03,Crewe,CRE,CRE,Crewe,1900-01-01 22:03:00,2023-09-03,-2,,,,2023-09-03 22:03:00,2023-09-03 21:14:00
217,J67028,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 21:30:00,2023-09-03,Manchester Airport,MIA,MNC,Manchester Airport,1900-01-01 21:55:00,2023-09-03,0,,,,2023-09-03 21:55:00,2023-09-03 21:30:00
218,N80649,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 21:30:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 22:30:00,2023-09-03,0,,,,2023-09-03 22:30:00,2023-09-03 21:30:00
219,S87241,Northern,MNC,Manchester Piccadilly,1900-01-01 21:30:00,2023-09-03,Wilmslow,WML,WLM,Wilmslow,1900-01-01 22:40:00,2023-09-03,0,,,,2023-09-03 22:40:00,2023-09-03 21:30:00
220,L98358,Transport for Wales,MNC,Manchester Piccadilly,1900-01-01 21:35:00,2023-09-03,Crewe,CRE,CRE,Crewe,1900-01-01 22:12:00,2023-09-03,0,,,,2023-09-03 22:12:00,2023-09-03 21:35:00
221,G70159,East Midlands Railway,MNC,Manchester Piccadilly,1900-01-01 21:44:00,2023-09-03,Nottingham,NOT,NTN,Nottingham,1900-01-01 23:38:30,2023-09-03,2,,,,2023-09-03 23:38:30,2023-09-03 21:44:00
222,P59751,Northern,MNC,Manchester Piccadilly,1900-01-01 21:50:00,2023-09-03,Buxton,BUX,BUX,Buxton,1900-01-01 22:51:00,2023-09-03,-3,,,,2023-09-03 22:51:00,2023-09-03 21:50:00
223,N80663,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 21:52:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 23:27:00,2023-09-03,0,,,,2023-09-03 23:27:00,2023-09-03 21:52:00
224,J67029,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 22:00:00,2023-09-03,Manchester Airport,MIA,MNC,Manchester Airport,1900-01-01 22:25:00,2023-09-03,0,,,,2023-09-03 22:25:00,2023-09-03 22:00:00
225,G59063,CrossCountry,MNC,Manchester Piccadilly,1900-01-01 22:04:00,2023-09-03,Birmingham New Street,BHM,BHA,Birmingham New Street,1900-01-01 23:34:00,2023-09-03,14,,,,2023-09-03 23:34:00,2023-09-03 22:04:00
226,P60229,Northern,MNC,Manchester Piccadilly,1900-01-01 22:15:00,2023-09-03,Crewe,CRE,CRE,Crewe,1900-01-01 23:03:00,2023-09-03,-2,,,,2023-09-03 23:03:00,2023-09-03 22:15:00
227,G67980,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 22:18:00,2023-09-03,Sheffield,SHF,SHE,Sheffield,1900-01-01 23:09:00,2023-09-03,3,,,,2023-09-03 23:09:00,2023-09-03 22:18:00
228,G70155,East Midlands Railway,MNC,Manchester Piccadilly,1900-01-01 22:23:00,2023-09-03,Nottingham,NOT,NTN,Nottingham,1900-01-01 23:00:00,2023-09-03,0,,,,2023-09-03 23:00:00,2023-09-03 22:23:00
229,S87242,Northern,MNC,Manchester Piccadilly,1900-01-01 22:30:00,2023-09-03,Wilmslow,WML,WLM,Wilmslow,1900-01-01 23:40:00,2023-09-03,0,,,,2023-09-03 23:40:00,2023-09-03 22:30:00
230,N80650,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 22:30:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 23:30:00,2023-09-03,0,,,,2023-09-03 23:30:00,2023-09-03 22:30:00
231,L98360,Transport for Wales,MNC,Manchester Piccadilly,1900-01-01 22:30:00,2023-09-03,Crewe,CRE,CRE,Crewe,1900-01-01 23:10:00,2023-09-03,-3,,,,2023-09-03 23:10:00,2023-09-03 22:30:00
232,P59755,Northern,MNC,Manchester Piccadilly,1900-01-01 22:48:00,2023-09-03,Buxton,BUX,BUX,Buxton,1900-01-01 23:51:00,2023-09-03,-5,,,,2023-09-03 23:51:00,2023-09-03 22:48:00
233,N80664,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 22:52:00,2023-09-03,Huddersfield,HUD,HDR,Huddersfield,1900-01-01 02:07:00,2023-09-03,0,,,,2023-09-03 02:07:00,2023-09-03 22:52:00
234,P60241,Northern,MNC,Manchester Piccadilly,1900-01-01 23:00:00,2023-09-03,Crewe,CRE,CRE,Crewe,1900-01-01 23:48:00,2023-09-03,0,,,,2023-09-03 23:48:00,2023-09-03 23:00:00
235,J67030,Transpennine Express,MNC,Manchester Piccadilly,1900-01-01 23:00:00,2023-09-03,Manchester Airport,MIA,MNC,Manchester Airport,1900-01-01 23:25:00,2023-09-03,0,,,,2023-09-03 23:25:00,2023-09-03 23:00:00
236,S87243,Northern,MNC,Manchester Piccadilly,1900-01-01 23:30:00,2023-09-03,Manchester Airport,MIA,MNC,Manchester Airport,1900-01-01 10:00:00,2023-09-03,0,,,,2023-09-03 10:00:00,2023-09-03 23:30:00
